Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1.978,0.000,240.67,8.2,0,0,18
0.308,0.090,243.86,1.2,0,1,0
0.224,0.118,241.02,1.0,0,1,1
1.606,0.086,242.97,6.6,0,1,19
0.274,0.000,246.77,1.2,0,0,0
0.270,0.124,243.97,1.2,0,0,0
0.290,0.056,238.45,1.2,0,0,1
0.364,0.134,244.88,1.6,0,0,0
0.374,0.182,244.26,1.6,0,0,0
0.902,0.222,239.34,3.8,0,0,12
0.078,0.000,239.05,0.2,0,0,0
0.418,0.180,237.52,1.8,0,1,1
1.626,0.106,243.51,6.8,0,0,18
1.512,0.172,240.08,6.4,0,0,18
0.320,0.266,242.33,1.6,0,1,0
1.538,0.288,241.08,6.4,0,0,18
0.222,0.000,243.09,0.8,0,0,0
1.678,0.000,237.35,7.0,2,0,17
0.632,0.144,234.25,3.0,0,1,3
0.496,0.000,243.33,2.0,0,0,0
0.392,0.138,236.41,2.6,0,0,0
0.366,0.100,244.21,1.6,0,0,0
3.560,0.316,239.24,14.8,0,0,29
1.158,0.128,240.38,4.8,1,0,0
1.036,0.152,244.13,4.2,0,0,0
0.292,0.222,241.23,1.4,0,2,1
0.356,0.098,245.97,1.4,0,0,1
0.256,0.000,252.29,1.0,0,0,1
0.368,0.116,245.01,1.6,0,0,0
0.410,0.226,239.64,1.8,0,0,1
0.220,0.000,240.72,0.8,0,0,0
0.248,0.248,238.82,1.4,0,0,0
0.974,0.000,243.59,4.0,0,0,1
3.496,0.000,236.63,14.6,37,0,17
1.814,0.320,240.64,7.6,0,1,18
0.440,0.354,240.95,2.4,0,1,1
0.520,0.198,246.32,2.2,0,0,1
1.242,0.112,238.43,5.2,0,0,18
0.822,0.136,238.62,3.4,0,0,1
0.304,0.248,240.93,1.6,0,1,0
0.254,0.000,241.97,1.0,0,0,1
0.210,0.108,238.67,1.0,0,0,0
0.314,0.116,239.48,1.4,0,0,0
0.352,0.212,240.44,1.6,0,2,0
5.194,0.362,238.87,21.8,0,37,18
0.254,0.122,241.49,1.2,0,0,1
2.438,0.048,238.72,10.2,0,0,17
0.608,0.208,237.77,3.0,0,1,1
1.346,0.324,233.86,7.2,10,4,0
0.280,0.000,241.22,1.2,0,0,0
0.138,0.000,242.14,0.6,0,0,1
1.112,0.222,245.40,4.6,0,0,0
1.112,0.340,238.34,4.8,1,4,1
0.182,0.052,238.64,0.8,0,1,1
0.566,0.172,240.33,2.4,1,1,1
0.314,0.000,242.40,1.4,0,0,1
0.808,0.446,239.29,4.0,0,2,0
1.640,0.050,242.55,7.0,0,0,0
1.312,0.000,242.57,5.4,0,1,1
1.316,0.000,238.16,5.4,0,0,17
2.126,0.254,239.11,9.6,10,0,18
0.272,0.124,242.05,1.2,0,0,1
2.834,0.174,238.79,11.8,0,1,18
1.434,0.080,240.98,6.0,0,2,18
0.488,0.108,240.28,2.0,0,0,0
3.024,0.258,235.63,12.8,0,1,17
0.310,0.116,243.62,1.4,0,0,0
3.922,0.528,239.07,16.6,0,39,18
1.652,0.160,242.78,6.8,1,0,18
0.436,0.244,242.70,2.0,0,0,0
1.536,0.232,241.09,6.4,0,1,19
1.796,0.096,242.56,7.4,0,0,18
0.258,0.050,244.08,1.2,0,0,0
0.496,0.082,240.72,2.2,0,0,1
0.924,0.070,240.89,4.4,0,0,11
2.298,0.162,238.78,9.8,0,30,1
5.034,0.384,230.88,21.8,36,1,17
0.134,0.000,242.24,0.6,0,0,0
0.302,0.000,242.10,1.6,0,0,0
2.646,0.340,237.56,11.2,0,0,18
0.318,0.110,239.30,1.4,0,0,0
1.210,0.000,239.08,5.0,0,0,18
1.110,0.000,231.50,4.8,0,0,16
0.392,0.244,239.67,2.0,0,1,0
1.300,0.072,235.30,5.4,0,1,17
0.378,0.214,241.48,1.8,0,1,1
0.204,0.066,235.70,1.0,0,0,0
0.520,0.314,240.90,2.4,0,2,1
1.484,0.050,234.22,6.2,0,0,16
0.498,0.082,243.50,2.2,0,0,0
0.158,0.000,242.48,0.6,0,0,0
0.414,0.190,239.89,1.8,0,0,0
1.544,0.350,240.74,6.4,0,1,18
1.452,0.046,239.65,6.0,0,0,18
0.502,0.338,240.95,2.4,0,1,0
0.900,0.000,243.11,3.6,0,1,0
0.234,0.000,242.58,1.0,0,0,1
0.548,0.162,242.02,3.4,0,1,0
0.934,0.202,240.09,5.2,0,0,1
0.266,0.000,240.66,1.2,0,0,0
1.332,0.524,239.57,6.0,0,0,12
0.732,0.090,244.12,3.0,0,0,0
0.378,0.170,241.89,1.8,0,2,0
0.456,0.202,239.23,2.0,0,2,0
0.176,0.000,243.20,0.8,0,0,0
0.342,0.230,242.88,1.8,0,1,1
1.480,0.000,240.56,6.2,0,0,0
2.374,0.054,238.15,10.0,0,0,17
0.402,0.136,244.33,1.8,0,2,1
2.260,0.000,238.89,9.4,0,0,0
1.480,0.224,242.17,6.0,0,1,1
4.196,0.000,238.75,17.4,0,0,17
0.144,0.000,241.90,0.6,0,0,0
0.254,0.000,245.19,1.0,0,0,1
1.650,0.098,238.73,6.8,0,1,18
0.258,0.050,245.01,1.2,0,0,0
0.272,0.000,244.32,1.0,0,0,1
1.674,0.204,241.19,7.0,0,2,19
0.162,0.000,240.82,0.6,0,0,0
3.642,0.280,236.81,15.6,0,0,18
0.528,0.366,244.45,2.6,0,1,1
1.626,0.064,233.57,6.8,0,0,16
0.240,0.112,243.08,1.0,0,2,1
2.126,0.334,240.05,8.8,0,0,29
0.996,0.066,239.34,4.2,0,0,0
3.932,0.160,236.89,16.6,0,16,17
0.374,0.238,244.62,1.8,0,2,1
0.298,0.054,237.92,1.4,0,0,0
1.818,0.210,235.53,7.8,0,0,17
1.956,0.090,238.92,8.2,0,0,29
0.326,0.130,242.05,1.4,0,0,0
0.684,0.000,235.94,2.8,0,0,0
1.162,0.000,236.80,4.8,0,0,0
0.306,0.114,242.95,1.2,0,0,0
0.126,0.000,243.95,0.6,0,0,0
1.436,0.078,244.85,5.8,0,0,19
0.818,0.104,239.44,3.6,0,0,0
0.156,0.000,241.40,0.6,0,0,1
0.216,0.000,242.12,0.8,0,0,0
0.214,0.100,242.26,1.0,0,1,0
0.234,0.000,244.28,1.0,0,0,0
1.380,0.090,240.20,5.6,0,0,18
1.512,0.060,242.54,6.2,0,0,18
1.940,0.000,241.28,8.0,0,0,18
0.492,0.340,243.15,2.4,0,1,0
0.980,0.232,241.33,4.2,0,0,12
0.262,0.122,235.92,1.2,0,1,0
1.542,0.074,239.72,6.4,0,1,18
3.016,0.102,237.84,12.6,0,0,18
0.336,0.108,246.39,1.4,0,0,0
1.484,0.180,244.33,6.0,0,0,18
1.392,0.078,239.09,5.8,0,0,18
1.480,0.066,245.52,6.0,0,0,19
0.318,0.106,242.39,1.4,0,0,0
0.250,0.146,241.93,1.2,0,0,1
0.304,0.232,243.43,1.4,0,0,0
1.254,0.118,239.62,5.2,0,0,17
0.194,0.084,237.85,0.8,0,0,0
0.316,0.128,243.65,1.4,0,1,1
0.924,0.280,242.59,4.0,0,0,13
1.456,0.000,241.16,6.0,0,0,18
0.388,0.216,244.26,1.8,0,0,0
0.182,0.150,240.34,0.8,0,0,1
0.252,0.112,238.89,1.2,0,0,0
1.438,0.110,243.16,5.8,0,0,18
0.240,0.000,244.71,1.0,0,0,0
0.440,0.334,241.92,2.4,0,1,0
2.548,0.456,238.21,11.4,12,0,18
0.184,0.000,232.23,1.0,0,0,0
2.298,0.556,240.03,9.8,0,1,18
1.486,0.198,238.40,6.2,0,0,17
2.218,0.294,251.08,9.2,0,0,20
2.472,0.146,236.63,10.4,1,34,1
0.284,0.138,242.50,1.2,0,0,0
4.818,0.060,235.92,20.4,0,0,0
0.302,0.084,244.49,1.2,0,1,0
4.186,0.080,238.42,17.4,38,2,18
1.736,0.100,240.80,7.2,2,1,19
0.456,0.192,241.95,2.0,0,0,0
1.498,0.210,243.23,6.2,0,0,19
0.516,0.000,241.45,2.2,0,0,0
1.746,0.056,248.58,7.0,0,0,20
1.142,0.000,240.93,6.4,0,0,0
0.340,0.184,239.60,1.6,0,1,0
0.286,0.000,249.72,1.2,0,0,0
0.332,0.074,234.59,1.4,0,0,0
1.756,0.274,240.70,7.4,0,2,18
0.448,0.070,243.46,2.0,0,0,1
0.520,0.000,240.75,2.2,0,0,1
0.652,0.046,241.90,2.6,0,0,0
0.576,0.046,240.12,2.4,0,0,0
0.400,0.000,241.77,1.6,0,0,0
1.378,0.070,240.37,5.6,0,0,18
0.160,0.000,239.89,0.6,0,0,0
0.350,0.132,240.25,1.6,0,0,0
1.438,0.140,239.68,6.0,0,0,19
0.362,0.148,241.96,1.6,0,0,1
0.836,0.220,243.67,3.4,0,1,0
1.542,0.076,239.76,6.4,0,0,18
2.492,0.132,243.17,10.2,0,0,0
0.590,0.000,239.12,2.4,0,1,0
0.284,0.000,248.36,1.0,0,0,0
1.428,0.058,246.07,5.8,0,0,19
1.428,0.244,239.61,6.0,0,1,18
0.350,0.064,244.01,1.4,0,0,0
3.798,0.136,237.43,16.0,38,0,17
0.958,0.050,241.60,3.8,0,0,0
0.206,0.000,243.72,1.0,0,0,0
1.778,0.078,240.51,7.4,0,1,0
0.346,0.240,241.40,1.6,0,1,0
0.272,0.210,242.27,1.4,0,0,0
0.444,0.244,248.36,2.0,0,1,1
0.252,0.000,245.22,1.0,0,0,0
0.238,0.126,242.36,1.0,0,0,1
1.992,0.048,242.69,8.2,0,0,18
0.424,0.218,243.00,2.0,0,0,0
0.392,0.076,241.74,1.8,0,0,1
0.410,0.000,245.87,1.8,0,0,0
0.450,0.000,239.81,1.8,0,0,1
0.388,0.064,241.77,1.8,0,0,1
0.426,0.156,244.62,1.8,0,1,1
1.796,0.142,241.16,7.4,0,0,18
0.838,0.168,240.65,3.4,0,0,11
3.074,0.182,238.00,12.8,0,0,29
0.392,0.052,240.74,2.0,0,0,1
1.760,0.164,236.05,7.4,0,1,17
1.500,0.072,241.89,6.2,0,0,18
0.564,0.210,244.12,2.6,0,0,0
0.142,0.000,240.49,0.6,0,0,0
0.632,0.084,242.00,2.6,0,0,0
1.580,0.162,244.78,6.4,0,0,19
1.406,0.202,233.75,6.0,0,0,17
0.416,0.212,243.19,2.0,0,1,0
1.514,0.102,239.91,6.2,1,1,18
1.082,0.334,242.59,4.6,0,0,1
0.238,0.104,239.62,1.0,0,1,1
0.314,0.226,243.44,1.6,0,0,1
0.364,0.226,239.93,1.8,0,0,1
0.364,0.218,241.53,1.8,0,2,0
3.898,0.056,240.12,16.2,39,0,19
0.474,0.314,240.46,2.2,0,1,0
0.302,0.076,241.28,1.2,0,2,0
0.292,0.000,240.19,1.2,0,0,0
0.336,0.220,239.41,1.6,0,0,1
1.356,0.078,238.25,5.6,0,0,18
1.516,0.064,240.87,7.8,13,0,0
0.312,0.102,244.49,1.4,0,0,0
3.210,0.148,235.50,13.6,1,0,0
3.082,0.282,237.35,13.0,0,1,17
1.448,0.092,236.42,6.0,0,0,0
0.896,0.194,237.55,4.0,0,0,0
0.852,0.196,243.95,3.6,0,0,11
0.642,0.302,243.04,3.0,0,2,0
0.352,0.112,240.49,1.6,0,0,0
2.574,0.538,238.85,11.0,1,2,18
4.266,0.432,238.22,18.0,39,1,18
0.394,0.134,246.85,1.6,0,0,0
0.458,0.312,238.99,2.4,0,2,1
2.094,0.268,246.16,8.6,0,0,0
3.584,0.000,238.83,15.0,37,0,18
0.410,0.224,243.19,1.8,0,1,1
0.232,0.000,245.47,0.8,0,0,1
3.956,0.056,237.05,16.8,0,0,17
1.378,0.372,235.51,6.0,0,2,0
1.174,0.332,241.17,5.0,0,1,12
1.446,0.102,249.50,5.8,0,2,1
0.370,0.080,239.57,1.6,0,2,0
1.038,0.076,242.33,4.2,0,1,0
0.132,0.000,244.62,0.6,0,0,0
1.464,0.228,242.54,6.0,0,1,0
2.392,0.000,240.00,10.0,0,0,19
0.386,0.118,241.43,1.6,0,2,0
1.990,0.228,235.26,8.4,0,0,28
2.856,0.116,237.44,12.0,0,0,0
3.674,0.174,229.81,16.0,36,0,16
0.330,0.090,243.88,1.4,0,0,1
0.232,0.140,244.10,1.0,0,0,1
0.336,0.144,245.14,1.4,0,0,0
1.394,0.090,238.03,5.8,0,0,18
0.274,0.000,249.51,1.0,0,0,0
1.638,0.176,241.00,6.8,0,0,18
0.662,0.178,241.65,3.0,0,0,0
0.148,0.000,236.87,0.6,0,0,0
1.590,0.182,239.68,6.6,0,0,0
0.156,0.000,237.77,0.6,0,0,0
0.304,0.074,245.80,1.2,0,0,0
0.206,0.052,236.51,0.8,0,0,0
0.286,0.000,248.74,1.2,0,0,0
0.434,0.256,246.24,2.0,0,1,0
0.538,0.372,242.69,2.6,0,1,1
1.334,0.194,238.38,5.6,0,0,18
0.428,0.206,235.51,2.0,0,1,0
2.346,0.070,240.00,9.6,0,0,18
1.664,0.046,240.67,6.8,1,0,18
2.226,0.404,239.74,10.0,0,2,18
1.752,0.454,240.05,7.4,0,0,18
5.164,0.114,235.26,22.0,0,0,18
0.428,0.212,241.13,2.0,0,0,0
3.042,0.388,239.98,12.8,0,0,26
0.128,0.000,242.72,0.6,0,0,1
0.570,0.000,245.11,2.4,0,0,1
0.226,0.000,242.79,1.0,0,0,0
2.890,0.090,233.88,12.4,0,0,17
0.604,0.130,240.91,2.6,0,0,1
2.272,0.128,239.07,9.4,0,0,27
1.682,0.264,242.16,7.0,0,0,18
0.324,0.000,241.60,1.4,0,0,0
0.266,0.046,240.43,1.2,0,0,1
0.282,0.194,236.46,1.4,0,0,0
1.800,0.000,242.24,7.4,0,0,1
1.218,0.246,241.86,5.0,0,1,0
1.242,0.092,242.45,5.2,0,0,0
0.158,0.000,243.24,0.6,0,0,1
0.336,0.058,244.88,1.4,0,0,0
0.294,0.086,244.83,1.2,0,0,0
0.452,0.228,242.66,2.0,0,2,0
0.122,0.080,240.89,0.6,0,0,1
1.404,0.206,235.85,6.0,0,1,17
2.814,0.228,235.74,12.0,0,0,18
0.188,0.000,236.22,0.8,0,0,0
1.408,0.076,241.62,5.8,0,0,19
0.914,0.176,240.90,3.8,0,0,0
0.160,0.142,241.73,0.8,0,1,0
0.348,0.106,241.36,1.4,0,0,1
0.334,0.000,242.37,1.6,0,0,1
0.228,0.000,243.30,1.0,0,0,0
1.266,0.072,232.58,5.4,1,0,16
1.540,0.118,243.63,6.2,1,0,18
1.458,0.000,239.29,6.0,0,0,18
1.504,0.064,229.51,6.4,0,0,16
1.446,0.090,243.61,5.8,0,0,18
0.922,0.108,240.33,3.8,0,0,11
1.282,0.082,237.86,5.4,0,0,18
0.658,0.100,245.78,2.6,0,1,0
0.080,0.000,240.61,0.2,0,0,1
0.080,0.000,240.48,0.2,0,0,1
0.822,0.180,239.02,3.6,0,0,0
0.328,0.080,244.69,1.4,0,0,0
0.294,0.076,245.31,1.2,0,0,0
0.878,0.084,240.65,3.6,0,0,11
0.254,0.000,243.68,1.0,0,0,0
1.450,0.206,240.23,6.0,0,0,18
0.136,0.000,241.41,0.6,0,0,0
0.222,0.000,241.36,1.0,0,0,0
0.328,0.122,244.39,1.4,0,0,0
0.406,0.154,241.10,1.8,0,1,0
0.388,0.066,241.17,1.6,0,0,1
0.200,0.068,237.60,1.0,0,0,0
1.432,0.208,237.01,6.0,0,0,18
0.224,0.000,244.57,0.8,0,0,0
1.292,0.000,240.26,5.2,0,0,1
0.522,0.108,240.25,2.2,0,0,1
1.754,0.194,239.23,7.4,0,1,17
1.810,0.074,238.71,7.6,0,0,17
0.434,0.186,246.05,1.8,0,1,1
1.628,0.058,245.04,6.6,0,1,19
5.756,0.100,236.67,24.2,0,74,17
0.158,0.000,242.64,0.6,0,0,1
0.340,0.074,245.57,1.4,0,0,0
0.216,0.000,241.07,0.8,0,0,0
0.850,0.118,239.78,3.6,0,0,12
0.550,0.106,241.99,2.2,0,1,1
1.136,0.198,238.45,5.2,0,0,15
0.448,0.294,249.70,2.0,0,1,1
0.080,0.000,239.08,0.2,0,0,0
1.332,0.074,239.93,5.4,0,0,18
6.198,0.272,234.15,26.4,1,72,17
0.910,0.120,243.91,3.6,0,0,0
1.418,0.088,239.65,5.8,0,1,18
0.600,0.092,236.84,2.4,0,0,0
1.328,0.000,239.33,5.4,0,0,17
0.238,0.000,236.08,1.0,0,0,1
0.252,0.000,244.80,1.0,0,0,0
0.302,0.092,243.75,1.2,0,0,0
0.366,0.052,243.05,1.6,0,0,1
0.544,0.396,235.44,2.8,0,0,0
0.866,0.352,240.31,3.8,0,2,0
2.172,0.676,238.11,9.6,1,0,1
1.310,0.100,241.89,5.4,2,1,18
0.356,0.312,241.68,1.8,0,1,0
0.422,0.000,240.96,1.8,1,0,1
0.216,0.000,247.03,0.8,0,0,0
0.584,0.196,238.69,2.8,0,1,0
0.438,0.294,240.95,2.2,0,2,1
0.408,0.212,246.58,1.8,0,2,0
1.664,0.236,239.61,7.4,0,2,1
1.512,0.242,236.72,6.4,0,0,17
0.234,0.000,245.32,0.8,0,0,1
0.268,0.000,247.33,1.2,0,0,0
0.368,0.058,243.50,1.6,0,0,0
0.350,0.056,240.97,1.4,0,1,0
0.222,0.086,239.68,1.0,0,0,0
0.482,0.150,241.77,2.2,0,0,1
0.232,0.106,238.53,1.0,0,0,1
1.558,0.000,240.22,6.4,0,0,18
1.086,0.228,241.24,4.6,0,0,0
3.620,0.000,235.52,15.2,0,37,17
0.212,0.000,238.44,1.0,0,0,1
0.304,0.000,238.40,1.6,0,0,0
2.118,0.068,241.20,9.0,0,0,18
0.718,0.320,240.40,3.4,0,1,0
1.248,0.082,240.79,5.2,0,0,17
1.460,0.252,241.47,6.0,1,0,18
0.410,0.000,240.77,1.8,0,0,1
0.342,0.000,244.88,1.6,0,0,0
1.306,0.000,238.90,5.4,0,0,18
0.298,0.000,244.51,1.2,0,0,0
0.320,0.096,238.30,1.4,0,0,0
1.382,0.102,242.12,5.6,0,0,18
0.220,0.000,241.54,1.0,0,0,0
0.200,0.090,236.50,0.8,0,0,0
1.818,0.080,234.24,7.6,0,0,17
1.398,0.068,238.24,5.8,0,0,17
0.566,0.180,243.54,2.4,1,2,0
0.424,0.232,241.20,2.0,0,1,0
1.758,0.096,232.31,7.6,0,3,17
0.304,0.068,237.47,1.2,0,0,0
0.896,0.000,241.95,4.4,1,1,1
0.284,0.130,240.77,1.4,0,1,0
0.768,0.098,241.99,3.2,0,0,0
0.322,0.150,243.28,1.4,0,0,1
3.368,0.072,235.12,14.2,0,0,17
0.370,0.000,242.02,1.6,0,0,0
0.392,0.106,241.02,1.6,0,0,0
2.824,0.348,241.18,12.6,19,0,19
5.694,0.188,233.91,24.2,0,1,17
0.366,0.126,242.90,1.6,0,0,0
1.426,0.052,244.36,5.8,0,0,19
0.286,0.104,239.87,1.4,0,1,1
0.282,0.060,240.76,1.2,0,1,0
0.698,0.250,244.71,3.0,0,0,0
1.408,0.206,236.09,6.0,0,1,0
0.220,0.088,239.84,1.0,0,0,1
1.444,0.134,241.12,6.0,0,0,19
1.374,0.162,231.26,6.0,0,0,17
0.166,0.000,240.33,0.8,0,0,1
1.268,0.058,236.34,5.2,0,0,18
0.832,0.182,240.18,3.4,0,0,0
0.156,0.000,240.29,0.6,0,0,0
1.458,0.050,238.03,6.0,0,0,0
1.600,0.118,235.62,6.8,0,0,17
0.468,0.000,240.75,1.8,0,0,0
0.186,0.060,238.04,0.8,0,0,1
0.260,0.000,244.43,1.0,0,0,1
0.242,0.000,243.04,1.0,0,0,1
1.466,0.206,243.77,6.0,0,0,0
0.338,0.208,240.15,1.6,0,1,0
1.430,0.198,238.78,6.0,0,0,19
0.388,0.224,243.06,1.8,0,1,0
5.158,0.080,232.08,22.2,36,2,16
0.402,0.202,242.60,1.8,0,0,0
1.552,0.242,240.80,6.4,0,1,19
1.394,0.096,245.69,5.6,0,0,0
0.266,0.000,244.76,1.0,0,0,1
0.402,0.130,243.18,1.8,0,2,0
1.090,0.190,246.29,4.4,0,1,0
3.988,0.058,239.40,16.6,0,0,17
0.486,0.114,235.31,2.0,0,0,0
1.342,0.000,238.96,5.6,0,0,17
1.090,0.092,240.92,4.4,0,0,1
1.132,0.000,236.30,4.8,0,0,17
0.388,0.062,244.08,1.6,0,0,0
0.434,0.120,242.96,1.8,0,0,0
0.274,0.000,247.37,1.2,0,0,0
1.620,0.290,237.94,6.8,0,2,17
0.320,0.094,243.05,1.4,0,1,1
0.530,0.310,235.48,2.6,0,1,0
0.104,0.000,239.71,0.4,0,0,0
0.322,0.088,240.97,1.4,0,0,1
1.630,0.058,234.00,7.0,0,0,17
0.244,0.094,236.83,1.0,0,0,0
0.474,0.116,238.37,2.0,0,2,0
0.642,0.112,240.13,2.8,0,0,1
1.404,0.000,235.37,6.0,0,0,17
0.322,0.000,241.56,1.2,0,0,0
1.726,0.252,239.29,7.2,1,1,18
0.244,0.110,237.19,1.0,0,1,0
1.468,0.126,240.54,6.0,0,0,19
1.806,0.052,238.34,7.6,0,0,18
2.044,0.122,235.11,9.4,0,28,0
1.746,0.092,240.57,7.2,0,0,18
1.548,0.200,245.27,6.2,0,1,19
3.778,0.080,237.03,15.8,0,1,17
3.058,0.122,237.41,13.0,2,0,17
1.384,0.046,243.65,5.6,0,0,19
0.542,0.282,237.01,2.6,1,0,0
0.384,0.098,243.86,1.6,0,0,0
2.054,0.046,240.46,8.4,0,1,18
0.554,0.060,239.67,2.4,0,0,0
0.290,0.132,243.59,1.4,0,0,1
2.848,0.134,237.50,12.0,38,0,1
0.380,0.366,241.09,2.2,0,1,0
1.424,0.054,237.97,6.0,0,0,17
0.200,0.052,241.53,0.8,0,0,0
1.280,0.000,242.64,5.2,0,0,0
0.590,0.218,240.03,2.8,0,1,1
1.854,0.000,240.61,7.6,0,0,0
0.452,0.124,239.84,2.2,0,0,0
0.400,0.224,239.60,1.8,0,2,0
0.176,0.150,240.23,0.8,0,0,1
1.666,0.274,241.65,7.0,1,0,19
1.190,0.072,230.84,5.0,0,0,16
0.310,0.122,240.78,1.4,0,0,0
0.336,0.000,244.03,1.6,0,0,0
1.240,0.074,239.28,5.2,1,0,0
0.354,0.134,241.18,1.4,0,0,0
0.850,0.122,240.56,3.6,0,0,1
2.794,0.048,235.70,11.8,1,2,17
1.492,0.180,237.40,6.2,0,0,0
0.308,0.000,243.34,1.4,0,0,1
0.420,0.064,242.30,1.6,0,0,0
0.254,0.000,244.09,1.0,0,0,0
0.294,0.074,237.96,1.2,0,1,0
0.286,0.204,232.38,1.4,0,1,0
1.224,0.110,235.60,5.2,0,0,17
1.042,0.068,242.82,4.2,0,0,1
0.406,0.226,241.62,1.8,0,0,0
1.464,0.000,241.39,6.0,0,0,1
0.354,0.218,239.28,1.8,0,0,1
0.216,0.000,240.13,0.8,0,0,0
0.346,0.118,244.07,1.6,0,1,0
1.310,0.000,244.46,5.2,0,0,0
1.406,0.086,243.58,5.8,0,1,19
0.434,0.168,240.91,2.2,0,0,0
2.702,0.112,241.57,11.2,0,0,0
1.384,0.084,242.73,5.6,0,0,18
0.590,0.318,241.34,2.8,0,1,0
2.464,0.478,237.17,10.6,0,1,17
0.360,0.188,243.65,1.6,0,0,1
1.914,0.000,242.22,7.8,2,0,18
0.304,0.112,242.19,1.4,0,1,0
1.424,0.062,241.26,6.2,0,22,0
2.140,0.190,239.41,9.0,0,1,17
0.974,0.102,241.60,4.0,0,0,1
2.752,0.092,243.30,11.2,0,0,19
1.494,0.090,242.43,6.2,0,0,19
1.922,0.082,241.08,8.0,1,0,18
0.362,0.108,242.31,1.6,0,0,0
2.506,0.080,246.48,10.0,0,0,20
0.238,0.000,240.91,1.0,0,0,1
0.320,0.000,241.05,1.4,0,0,0
1.344,0.000,243.90,5.4,0,0,19
0.404,0.068,241.09,1.6,0,0,0
1.408,0.058,240.70,5.8,0,0,18
0.218,0.074,242.63,1.0,0,0,1
0.334,0.118,242.30,1.4,0,0,1
2.166,0.124,241.73,9.0,1,0,18
0.236,0.000,243.03,1.0,0,0,0
0.972,0.138,241.45,4.0,0,0,0
2.434,0.000,237.57,10.2,1,0,20
1.648,0.050,242.98,6.8,0,0,18
1.424,0.104,240.70,5.8,0,1,19
2.914,0.166,235.22,12.4,0,2,18
0.302,0.056,240.67,1.4,0,2,0
0.368,0.308,239.94,2.0,0,1,0
2.368,0.250,241.10,10.8,33,0,0
0.430,0.186,229.59,2.0,0,2,1
0.414,0.200,242.72,1.8,0,0,1
0.254,0.072,235.89,1.0,0,1,0
0.320,0.102,243.67,1.4,0,0,0
0.446,0.260,245.10,2.0,0,1,1
0.372,0.092,239.87,1.6,0,0,0
1.608,0.298,245.05,6.6,0,1,0
1.408,0.092,240.12,5.8,0,0,19
0.412,0.000,242.07,1.8,0,0,1
0.192,0.100,238.41,0.8,0,0,0
0.286,0.058,241.19,1.2,0,2,0
0.368,0.338,241.25,2.0,0,2,0
0.386,0.388,243.07,2.2,0,1,0
0.324,0.066,244.45,1.4,0,0,0
0.354,0.134,240.64,1.6,0,0,1
1.428,0.070,247.66,5.6,0,1,19
3.040,0.000,235.34,12.8,0,0,17
1.638,0.182,231.58,7.0,0,1,1
1.692,0.098,236.63,7.0,1,0,17
1.458,0.062,245.65,5.8,0,1,19
0.136,0.000,240.23,0.6,0,0,1
0.294,0.086,241.22,1.2,0,0,0
0.308,0.054,240.98,1.2,0,0,1
1.742,0.226,237.71,7.4,0,0,17
0.402,0.114,245.79,1.8,0,0,0
0.266,0.000,242.18,1.0,0,0,1
0.870,0.200,241.38,3.6,0,0,0
1.576,0.000,240.51,6.6,0,0,0
2.316,0.000,236.82,9.8,0,0,18
0.470,0.112,231.18,2.2,0,0,1
0.174,0.000,243.74,0.8,0,0,0
0.254,0.000,244.35,1.0,0,0,0
2.118,0.048,246.58,9.4,32,0,0
0.272,0.116,243.42,1.2,0,0,0
1.710,0.206,241.34,7.2,0,1,18
0.320,0.232,239.14,1.6,0,0,1
0.298,0.068,240.58,1.2,0,0,0
0.114,0.000,242.73,0.6,0,0,0
1.440,0.108,247.19,5.8,0,0,1
0.186,0.056,235.64,0.8,0,0,0
1.288,0.000,240.78,5.4,0,0,18
3.316,0.172,238.26,13.8,0,0,18
0.266,0.000,245.12,1.0,0,0,1
1.416,0.088,242.26,5.8,0,1,18
0.140,0.000,240.94,0.6,0,0,1
1.808,0.100,242.01,7.4,0,0,19
0.240,0.000,242.95,1.0,0,0,1
3.712,0.284,234.41,15.8,36,1,18
0.284,0.100,241.28,1.2,0,0,1
1.112,0.000,233.57,4.6,0,0,17
0.314,0.086,240.35,1.4,0,1,0
2.654,0.472,242.40,11.0,0,0,29
2.918,0.268,242.11,12.0,0,39,0
0.726,0.222,238.48,3.2,0,2,0
0.364,0.304,236.15,2.0,0,1,0
1.378,0.000,240.55,5.6,0,0,0
0.192,0.076,236.36,0.8,0,0,0
0.152,0.000,241.22,0.6,0,0,1
2.796,0.000,241.63,11.8,0,0,13
1.224,0.000,242.76,5.0,0,0,19
0.234,0.000,239.00,1.0,0,0,1
0.860,0.060,239.30,3.6,0,0,1
0.210,0.000,252.42,0.8,0,0,0
0.402,0.174,241.94,2.0,0,0,0
0.364,0.166,240.93,1.6,0,2,0
0.288,0.230,241.29,1.4,0,1,0
2.176,0.130,238.81,9.2,0,1,18
3.476,0.126,235.41,14.6,0,0,18
0.264,0.066,233.64,1.2,0,0,0
0.400,0.116,240.64,1.6,0,0,0
3.264,0.134,238.77,14.4,28,0,19
0.364,0.000,239.72,1.6,0,0,0
0.168,0.134,238.31,0.8,0,2,1
0.174,0.150,240.37,0.8,0,0,1
0.318,0.204,239.69,1.6,0,1,1
3.822,0.422,236.92,16.2,38,0,11
1.366,0.000,243.76,5.6,0,0,18
